"(Parent) ASIN","(Child) ASIN","Title","SKU","Sessions","Session Percentage","Page Views","Page Views Percentage","Buy Box Percentage","Units Ordered","Units Ordered - B2B","Unit Session Percentage","Unit Session Percentage - B2B","Ordered Product Sales","Ordered Product Sales - B2B","Total Order Items","Total Order Items - B2B"
"B08YZ6D6FV","B07WHTR9T4","1 to 3 Extension Cord Splitter - 13 Foot Black Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","PL-IFC-163BSPLT25","33","0.06%","41","0.05%","100%","13","0","39.39%","0.00%","$260.03","$0.00","11","0"
"B07M65H6B1","B07WJ4NJPD","Acrylic Sign Holders with Wood Stands, 4 Pack - Small 5x6 Inch Blank Table Numbers Set for Wedding","PL-IL-ATS5X6-4PK-BRN","6","0.01%","6","0.01%","100%","1","0","16.67%","0.00%","$26.99","$0.00","1","0"
"B082P86G1H","B07WJ65TRJ","Ilyapa White Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 5 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Weathered White","PL-IL-SCRH-24WHT","27","0.05%","29","0.04%","100%","4","0","14.81%","0.00%","$91.96","$0.00","4","0"
"B094NYX3D6","B07WJ6NNB9","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Orange & 4 Purple Corn Hole Bags","PL-PP-CH-ORPU-CP","46","0.08%","54","0.07%","100%","8","0","17.39%","0.00%","$138.18","$0.00","8","0"
"B094NYX3D6","B07WJ6NNB9","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Orange & 4 Purple Corn Hole Bags","PL-PP-CH-ORPU","46","0.08%","54","0.07%","100%","18","0","39.13%","0.00%","$306.82","$0.00","16","0"
"B07FQPWVWR","B07WMW6HSC","Outdoor Extension Cord Cover 3 Pack - Black Weather Resistant Plug Connector Safety Seal for Outside","PL-IFC-WPCC-BK-3PK","54","0.09%","72","0.09%","100%","12","0","22.22%","0.00%","$228.72","$0.00","10","0"
"B08NTJTNHF","B07WNK8PGV","Iron Forge Cable Cable Management Box, 2 Pack - Cord Organizer and Hider for Wires, Power Strips, Surge Protectors & More - Includes Cable Sleeve, Hook and Loop Keepers, Zip Ties & Clips","PL-IFC-CMB-BKBK-2PK","24","0.04%","33","0.04%","100%","3","0","12.50%","0.00%","$74.97","$0.00","3","0"
"B08NTJTNHF","B07WNK9FG7","Iron Forge Cable Cable Management Box, 2 Pack - White Cord Organizer with Wood Top - Hider for Wires, Power Strips, Surge Protectors & More - Includes Accessories","PL-IFC-CMB-WTWD-2PK","51","0.09%","66","0.09%","100%","9","0","17.65%","0.00%","$296.69","$0.00","8","0"
"B08NTJTNHF","B07WQYQ9YR","Iron Forge Cable Cable Management Box, 2 Pack - White Cord Organizer and Hider for Wires, Power Strips, Surge Protectors & More - Includes Cable Sleeve, Hook and Loop Keepers, Zip Ties & Clips","PL-IFC-CMB-WTWT-2PK","49","0.08%","70","0.09%","100%","6","0","12.24%","0.00%","$165.33","$0.00","6","0"
"B08NRYG5J9","B07WSJJDQR","Iron Forge Cable Large Cable Management Box - White Cord Organizer and Hider for Wires, Power Strips, Surge Protectors & More - Includes Cable Sleeve, Hook and Loop Keepers, Zip Ties & Clips","PL-IFC-CMB-WTWD-LG","7","0.01%","8","0.01%","100%","2","0","28.57%","0.00%","$47.98","$0.00","2","0"
"B07ZKZ812Y","B07X5C5KDR","39 Piece Tool Box Kit, Pink - Small Basic Home Tool Set - Great for College Students, Household Use & More","PL-IFT-TK-39PNK","7","0.01%","7","0.01%","86%","1","0","14.29%","0.00%","$19.97","$0.00","1","0"
"B07RCZFW2S","B07XD58S4W","Ilyapa Computer Monitor Riser 2 Pack - Silver Height Adjustable Vented Metal Desktop Risers for Computer Monitors, Laptop, Printer, TV & More","PL-IL-MS15X9X5-MADJ-2PK-SL","42","0.07%","49","0.06%","100%","3","0","7.14%","0.00%","$74.97","$0.00","3","0"
"B07M65H6B1","B07XGMGNPH","Ilyapa Acrylic Sign Holders with Natural Wood Stands, 4 Pack - 8x10 Inch Blank Table Numbers Set for Wedding","PL-IL-ATS8X10-4PK-NAT","29","0.05%","43","0.06%","100%","5","0","17.24%","0.00%","$131.17","$0.00","5","0"
"B082P86G1H","B07XGML1VS","Ilyapa White Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 4 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Weathered White","PL-IL-SCRH-16WHT","17","0.03%","20","0.03%","100%","4","0","23.53%","0.00%","$78.04","$0.00","4","0"
"B07M65H6B1","B07XHN5146","Ilyapa Acrylic Sign Holders with White Wood Stands, 4 Pack - 8x10 Inch Blank Table Numbers Set for Wedding","PL-IL-ATS8X10-4PK-WHT","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","$28.99","$0.00","1","0"
"B082P86G1H","B07XK7MCKW","Ilyapa Barnwood Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 6 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Barnwood","PL-IL-SCRH-27BRN","42","0.07%","63","0.08%","100%","7","0","16.67%","0.00%","$191.94","$0.00","7","0"
"B07M65H6B1","B07XK8DWXB","Ilyapa Acrylic Sign Holders with Wood Stands, 4 Pack - 8x10 Inch Blank Table Numbers Set for Wedding","PL-IL-ATS8X10-4PK-BRN","59","0.10%","93","0.12%","100%","13","0","22.03%","0.00%","$348.35","$0.00","11","0"
"B082P86G1H","B07XK9934Q","Ilyapa Espresso Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 4 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Espresso","PL-IL-SCRH-16CHR","20","0.03%","24","0.03%","100%","2","0","10.00%","0.00%","$32.16","$0.00","2","0"
"B082P86G1H","B07XK9VHQ5","Ilyapa Espresso Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 6 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Espresso","PL-IL-SCRH-27CHR","61","0.10%","76","0.10%","100%","3","0","4.92%","0.00%","$130.97","$0.00","3","0"
"B082P86G1H","B07XKB3WSD","Ilyapa White Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 6 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Weathered White","PL-IL-SCRH-27WHT","76","0.13%","105","0.14%","98%","21","0","27.63%","0.00%","$631.79","$0.00","20","0"
"B082P86G1H","B07XKC1TZK","Ilyapa Barnwood Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 5 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Barnwood","PL-IL-SCRH-24BRN","36","0.06%","54","0.07%","100%","4","0","11.11%","0.00%","$103.96","$0.00","4","0"
"B082P86G1H","B07XKCGQ2M","Ilyapa Espresso Coat Rack Wall Mount with Shelf - Wood Wall Mount Coat Rack with Shelf, 5 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Espresso","PL-IL-SCRH-24CHR","28","0.05%","38","0.05%","100%","4","0","14.29%","0.00%","$111.96","$0.00","4","0"
"B097HL6Z14","B07XLNPK6C","Ilyapa Matte Black Kitchen Cabinet Knobs - Round Drawer Handles - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-RD-BK25","35","0.06%","48","0.06%","25%","3","0","8.57%","0.00%","$74.97","$0.00","2","0"
"B0997DVYJW","B07XTKRCZP","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Pulls - 3.75 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPTM-CRV-B25","15","0.03%","34","0.04%","74%","6","0","40.00%","0.00%","$233.94","$0.00","4","0"
"B099LPL6DK","B07XTKRCZP","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Pulls - 3.75 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPTM-CRV-B25","18","0.03%","25","0.03%","100%","6","0","33.33%","0.00%","$233.94","$0.00","5","0"
"B0996W6XZ1","B07XTNT521","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Modern Cabinet Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-FC-B25","30","0.05%","49","0.06%","100%","14","0","46.67%","0.00%","$435.23","$0.00","12","0"
"B0997DVYJW","B07XTNVZPC","Ilyapa Black Kitchen Cabinet Handles - 3 Inch Hole Center Curved Bar Pulls - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-CRV-BK25","20","0.03%","25","0.03%","96%","4","0","20.00%","0.00%","$131.96","$0.00","3","0"
"B099LPL6DK","B07XTNYRVB","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-CRV-S25","12","0.02%","14","0.02%","100%","7","0","58.33%","0.00%","$223.95","$0.00","4","0"
"B0997DVYJW","B07XTNYRVB","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-CRV-S25","18","0.03%","35","0.05%","74%","3","0","16.67%","0.00%","$95.97","$0.00","3","0"
"B097HL6Z14","B07XTP1BMT","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Knobs - Round Drawer Handles - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABKRB-RD-B25","21","0.04%","27","0.03%","100%","4","0","19.05%","0.00%","$86.97","$0.00","4","0"
"B0996W6XZ1","B07XTP6687","Ilyapa 25 Pack 3 Inch Black Cabinet Pulls - Kitchen Drawer Pulls, Modern Cabinet Handles, Black Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-FC-BK25","9","0.02%","13","0.02%","100%","2","0","22.22%","0.00%","$71.98","$0.00","2","0"
"B07XTP6D2S","B07XTP6D2S","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3.75 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPTM-CRV-S25","3","0.01%","4","0.01%","100%","2","0","66.67%","0.00%","$87.98","$0.00","2","0"
"B099LPL6DK","B07XTP6D2S","Ilyapa Satin Nickel Kitchen Cabinet Pulls - 3.75 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPTM-CRV-S25","4","0.01%","9","0.01%","100%","1","0","25.00%","0.00%","$39.99","$0.00","1","0"
"B099LPL6DK","B07XTPNYQH","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Handles - 3 Inch Hole Center Curved Bar Pulls - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-CRV-B25","43","0.07%","57","0.07%","100%","5","0","11.63%","0.00%","$247.95","$0.00","5","0"
"B0997DVYJW","B07XTPNYQH","Ilyapa Oil Rubbed Bronze Kitchen Cabinet Handles - 3 Inch Hole Center Curved Bar Pulls - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPT-CRV-B25","41","0.07%","58","0.08%","98%","2","0","4.88%","0.00%","$95.98","$0.00","2","0"
"B099LPL6DK","B07XTPQ5B8","Ilyapa Black Kitchen Cabinet Pulls - 3.75 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPTM-CRV-BK25","11","0.02%","20","0.03%","90%","3","0","27.27%","0.00%","$85.97","$0.00","3","0"
"B0997DVYJW","B07XTPQ5B8","Ilyapa Black Kitchen Cabinet Pulls - 3.75 Inch Hole Center Curved Pull Handle Bar - 25 Pack of Kitchen Cabinet Hardware","PL-IL-CABPTM-CRV-BK25","4","0.01%","4","0.01%","100%","1","0","25.00%","0.00%","$28.99","$0.00","1","0"
"B099LWLLDF","B07XTQGKDM","Ilyapa 25 Pack 3.75 Inch Satin Nickel Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Handles, Brushed Nickel Kitchen Cabinet Hardware with 3.75 Inch Hole Center","PL-IL-CABPHM-S25","8","0.01%","14","0.02%","100%","3","0","37.50%","0.00%","$107.73","$0.00","3","0"
"B01LR30Y6S","B07YM4CWZL","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Red & 4 Green Corn Hole Bags","PL-PP-CH-REGN-CP","41","0.07%","45","0.06%","100%","7","0","17.07%","0.00%","$162.48","$0.00","7","0"
"B0997CLGTN","B07YX4KPD3","Ilyapa 25 Pack 3 Inch Black Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Modern Square Handles, Black Kitchen Cabinet Hardware with 3 Inch Hole Center","PL-IL-CABPH-SQFL-BL25","24","0.04%","29","0.04%","100%","12","0","50.00%","0.00%","$421.88","$0.00","11","0"
"B0997CLGTN","B07YX5BRN8","Ilyapa 25 Pack 3 Inch Oil Rubbed Bronze Cabinet Pulls - Kitchen Drawer Pulls, Cabinet Modern Square Handles, Oil Rubbed Bronze Kitchen Cabinet Hardware with 3 Inch Hole Center","amzn.gr.v1.-t_uFDWQ_N2T8AOHSBGu4gRJdoc","13","0.02%","18","0.02%","61%","1","0","7.69%","0.00%","$32.39","$0.00","1","0"
"B07Q5JJZFL","B07ZFZ3L9X","3 Ft Black Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162B03-2PK-DL","21","0.04%","25","0.03%","96%","4","0","19.05%","0.00%","$43.96","$0.00","4","0"
"B07Q5JJZFL","B07ZFZCRHJ","25 Ft Brown Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162BR25-2PK","21","0.04%","30","0.04%","100%","15","0","71.43%","0.00%","$241.08","$0.00","14","0"
"B07Q5JJZFL","B07ZFZNJGH","25 Ft Black Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162B25-2PK","11","0.02%","11","0.01%","100%","1","0","9.09%","0.00%","$18.78","$0.00","1","0"
"B07Q5JJZFL","B07ZFZTB5W","20 Ft White Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162W20-2PK","9","0.02%","10","0.01%","100%","6","0","66.67%","0.00%","$66.15","$0.00","6","0"
"B07Q5JJZFL","B07ZFZZRFH","6 Ft Brown Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162BR06-2PK","21","0.04%","26","0.03%","100%","9","0","42.86%","0.00%","$84.84","$0.00","8","0"
"B07Q5JJZFL","B07ZG11Z69","3 Ft White Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162W03-2PK","16","0.03%","28","0.04%","96%","12","0","75.00%","0.00%","$95.40","$0.00","12","0"
"B07Q5JJZFL","B07ZG1CCP9","25 Ft White Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162W25-2PK","24","0.04%","31","0.04%","100%","15","0","62.50%","0.00%","$230.66","$0.00","15","0"
"B07Q5JJZFL","B07ZG1W2XR","20 Ft Black Extension Cord 2 Pack - 16/2 Durable Electrical Cable","PL-IFC-162B20-2PK","27","0.05%","35","0.05%","100%","19","0","70.37%","0.00%","$189.81","$0.00","18","0"
"B08JNLQ6N4","B07ZKWYGCN","Ilyapa Metal Vinyl Record Shelf Wall Mount, 4 Pack - Black Steel Record Album Holder Display Your LP","PL-IL-MRH-BK-4PK","33","0.06%","40","0.05%","100%","9","0","27.27%","0.00%","$152.91","$0.00","9","0"
"B083WP4SWJ","B07ZKY8B3R","100 Mini Plastic Dessert Cups with Spoons - 3 oz Round Dessert Shooters for Chocolate Desserts, Appetizers, Samplers, Dessert Shot Glasses & More","PL-IL-DC3R-100","51","0.09%","69","0.09%","99%","9","0","17.65%","0.00%","$209.07","$0.00","9","0"
"B08JNLQ6N4","B07ZKZBN6R","Ilyapa Metal Vinyl Record Shelf Wall Mount, 6 Pack - Black Steel Record Album Holder Display Your LP","PL-IL-MRH-BK-6PK","130","0.22%","148","0.19%","98%","21","0","16.15%","0.00%","$419.79","$0.00","16","0"
"B07ZS2MJTM","B07ZS2X5VB","12 Ft Appliance Extension Cord Heavy Duty, Gray - 14 Gauge 3 Prong SPT-3 Cable for Air Conditioner or Refrigerator","PL-IFC-APP-AC-143GY12","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","$19.99","$0.00","1","0"
"B07ZS2MJTM","B07ZS31B9Z","6 Ft Appliance Extension Cord Heavy Duty, Gray - 14 Gauge 3 Prong SPT-3 Cable for Air Conditioner or Refrigerator","PL-IFC-APP-AC-143GY06","39","0.07%","53","0.07%","100%","20","0","51.28%","0.00%","$246.81","$0.00","20","0"
"B094NYX3D6","B07ZTKZX8B","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Yellow & 4 Gray Corn Hole Bags","PL-PP-CH-YEGY","23","0.04%","27","0.03%","100%","9","0","39.13%","0.00%","$153.00","$0.00","9","0"
"B07H5P1LYM","B07ZTL1MWL","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & Gray","PL-PP-CHC-HGGY-CP","9","0.02%","9","0.01%","100%","1","0","11.11%","0.00%","$19.99","$0.00","1","0"
"B094NYX3D6","B07ZTL1NWK","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Purple & 4 Gray Corn Hole Bags","PL-PP-CH-PUGY","24","0.04%","29","0.04%","100%","16","0","66.67%","0.00%","$271.20","$0.00","16","0"
"B094NYX3D6","B07ZTL388D","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Teal & 4 Gray Corn Hole Bags","PL-PP-CH-TLGY","30","0.05%","36","0.05%","100%","18","0","60.00%","0.00%","$305.10","$0.00","17","0"
"B094NYX3D6","B07ZTL388D","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Teal & 4 Gray Corn Hole Bags","PL-PP-CH-TLGY-CP","30","0.05%","36","0.05%","100%","3","0","10.00%","0.00%","$59.97","$0.00","3","0"
"B094NYX3D6","B07ZTLG5BW","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 Gray Corn Hole Bags","PL-PP-CH-BOGY","74","0.12%","86","0.11%","99%","7","0","9.46%","0.00%","$118.65","$0.00","7","0"
"B094NYX3D6","B07ZTLG5BW","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 Gray Corn Hole Bags","PL-PP-CH-BOGY-CP","74","0.12%","86","0.11%","99%","4","0","5.41%","0.00%","$67.80","$0.00","4","0"
"B094NYX3D6","B07ZTLP2D4","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Camo & 4 Orange Corn Hole Bags","PL-PP-CH-ORCAMO-CP","58","0.10%","68","0.09%","100%","11","0","18.97%","0.00%","$225.89","$0.00","9","0"
"B01LR30Y6S","B07ZTLPBC8","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Hunter Green & 4 Gray Corn Hole Bags","PL-PP-CH-HGGY","39","0.07%","42","0.05%","100%","1","0","2.56%","0.00%","$24.99","$0.00","1","0"
"B01LR30Y6S","B07ZTLPBC8","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Hunter Green & 4 Gray Corn Hole Bags","PL-PP-CH-HGGY-CP","39","0.07%","42","0.05%","100%","2","0","5.13%","0.00%","$51.98","$0.00","2","0"
"B01LR30Y6S","B07ZTLS7H4","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Black Corn Hole Bags","PL-PP-CH-SBBK","72","0.12%","88","0.11%","100%","15","0","20.83%","0.00%","$255.11","$0.00","14","0"
"B01LR30Y6S","B07ZTLS7H7","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Teal & 4 Black Corn Hole Bags","PL-PP-CH-TLBK-CP","61","0.10%","77","0.10%","100%","16","0","26.23%","0.00%","$370.88","$0.00","16","0"
"B01LR30Y6S","B07ZTLWDBR","Premium Weather Resistant Duckcloth Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight (Lime Green & Black)","PL-PP-CH-LGBK","3","0.01%","6","0.01%","100%","1","0","33.33%","0.00%","$26.04","$0.00","1","0"
"B094NYX3D6","B07ZTLYJ27","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 White Corn Hole Bags","PL-PP-CH-BOWH-CP","78","0.13%","89","0.12%","100%","2","0","2.56%","0.00%","$33.90","$0.00","2","0"
"B094NYX3D6","B07ZTLYJ27","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 White Corn Hole Bags","PL-PP-CH-BOWH","78","0.13%","89","0.12%","100%","7","0","8.97%","0.00%","$118.65","$0.00","7","0"
"B01LR30Y6S","B07ZTM2684","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Pink Corn Hole Bags","PL-PP-CH-SBPK","57","0.10%","64","0.08%","100%","8","0","14.04%","0.00%","$143.60","$0.00","8","0"
"B01LR30Y6S","B07ZTM2684","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 Pink Corn Hole Bags","PL-PP-CH-SBPK-CP","57","0.10%","64","0.08%","100%","13","0","22.81%","0.00%","$233.35","$0.00","13","0"
"B094NYX3D6","B07ZTM4LSD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Orange & 4 Teal Corn Hole Bags","PL-PP-CH-ORTL-CP","28","0.05%","34","0.04%","100%","11","0","39.29%","0.00%","$208.89","$0.00","11","0"
"B094NYX3D6","B07ZTM6P22","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Pink & 4 White Corn Hole Bags","PL-PP-CH-PKWH-CP","16","0.03%","18","0.02%","100%","4","0","25.00%","0.00%","$75.96","$0.00","4","0"
"B01LR30Y6S","B07ZTM88GM","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Sky Blue & 4 White Corn Hole Bags","PL-PP-CH-SBWH","47","0.08%","52","0.07%","100%","8","0","17.02%","0.00%","$135.60","$0.00","8","0"
"B01LR30Y6S","B07ZTMCRLS","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Royal Blue & 4 White Corn Hole Bags","PL-PP-CH-BLWH-CP","73","0.12%","83","0.11%","100%","16","0","21.92%","0.00%","$347.76","$0.00","16","0"
"B07PDZY8VY","B07ZTMCTBD","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Yellow & 4 Blue","PL-PP-CHPRO2-YEBL","79","0.13%","101","0.13%","100%","32","0","40.51%","0.00%","$990.40","$0.00","31","0"
"B094NYX3D6","B07ZTMGHCQ","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Hunter Green & 4 White Corn Hole Bags","PL-PP-CH-HGWH","39","0.07%","47","0.06%","100%","9","0","23.08%","0.00%","$210.58","$0.00","9","0"
"B01LR30Y6S","B07ZTMJGKJ","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Navy Blue & 4 Lime Green Corn Hole Bags","PL-PP-CH-LGNB-CP","74","0.12%","101","0.13%","100%","15","0","20.27%","0.00%","$449.85","$0.00","14","0"
"B01LR30Y6S","B07ZTMQLKG","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Burnt Orange & 4 Black Corn Hole Bags","PL-PP-CH-BOBK-CP","122","0.21%","143","0.19%","100%","36","0","29.51%","0.00%","$633.74","$0.00","36","0"
"B094NYX3D6","B07ZTMTG2L","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Red & 4 White Corn Hole Bags","PL-PP-CH-REWH","57","0.10%","75","0.10%","100%","19","0","33.33%","0.00%","$322.09","$0.00","18","0"
"B07PDZY8VY","B07ZTN3XSJ","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Red & 4 Yellow","PL-PP-CHPRO2-REYE","152","0.26%","188","0.24%","100%","47","0","30.92%","0.00%","$1,193.94","$0.00","46","0"
"B07PDZY8VY","B07ZTN4RPR","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Yellow & 4 Black","PL-PP-CHPRO2-YEBK","147","0.25%","179","0.23%","100%","51","0","34.69%","0.00%","$1,401.62","$0.00","50","0"
"B07PDZY8VY","B07ZTN4SDC","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Hunter Green & 4 Gray","PL-PP-CHPRO2-HGGY","73","0.12%","91","0.12%","100%","28","0","38.36%","0.00%","$782.55","$0.00","26","0"
"B07PDZY8VY","B07ZTN5YR6","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Hunter Green & 4 Yellow","PL-PP-CHPRO2-HGYE","88","0.15%","126","0.16%","100%","38","0","43.18%","0.00%","$1,063.36","$0.00","38","0"
"B07PDZY8VY","B07ZTN6Y6D","Professional Cornhole Bags - Set of 8 Regulation All Weather Two Sided Bean Bags for Pro Corn Hole Game - 4 Orange & 4 Black","PL-PP-CHPRO2-ORBK","112","0.19%","146","0.19%","76%","54","0","48.21%","0.00%","$1,570.14","$0.00","51","0"
"B07H5P1LYM","B07ZTPBN8H","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Purple & Gray","PL-PP-CHC-PUGY-CP","6","0.01%","6","0.01%","100%","3","0","50.00%","0.00%","$59.97","$0.00","3","0"
"B07H5P1LYM","B07ZTPC358","Corn Filled Cornhole Bags - Set of 8 Football Bean Bags for Corn Hole Game - Regulation Size & Weight - Light vs Dark Footballs","PL-PP-CHC-FBALL-CP","18","0.03%","23","0.03%","100%","2","0","11.11%","0.00%","$39.98","$0.00","2","0"
"B07H5P1LYM","B07ZTPFR5R","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & Yellow","PL-PP-CHC-HGYE-CP","10","0.02%","14","0.02%","100%","1","0","10.00%","0.00%","$19.99","$0.00","1","0"
"B07H5P1LYM","B07ZTPH1TM","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Navy Blue & Yellow","PL-PP-CHC-NBYE-CP","9","0.02%","11","0.01%","100%","1","0","11.11%","0.00%","$19.99","$0.00","1","0"
"B07H5P1LYM","B07ZTPH4V3","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Green & Black","PL-PP-CHC-GNBK","6","0.01%","6","0.01%","100%","3","0","50.00%","0.00%","$59.97","$0.00","3","0"
"B07H5P1LYM","B07ZTPKF4G","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & Yellow","PL-PP-CHC-REYE","19","0.03%","22","0.03%","100%","3","0","15.79%","0.00%","$56.97","$0.00","3","0"
"B07H5P1LYM","B07ZTPW7VG","Corn Filled Cornhole Bags - Set of 8 Corn Hole Game Bean Bags for Wedding - Regulation Size & Weight - Team Bride vs Team Groom","PL-PP-CHC-BRIDE-CP","43","0.07%","52","0.07%","100%","25","0","58.14%","0.00%","$499.75","$0.00","24","0"
