"(Parent) ASIN","(Child) ASIN","Title","SKU","Sessions","Session Percentage","Page Views","Page Views Percentage","Buy Box Percentage","Units Ordered","Units Ordered - B2B","Unit Session Percentage","Unit Session Percentage - B2B","Ordered Product Sales","Ordered Product Sales - B2B","Total Order Items","Total Order Items - B2B"
"B07H5P1LYM","B07ZTPXRD4","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Light Blue & Gray","PL-PP-CHC-LBGY","8","0.01%","8","0.01%","100%","6","0","75.00%","0.00%","$119.94","$0.00","6","0"
"B07H5P1LYM","B07ZTQ1G2W","Corn Filled Cornhole Bags - Set of 8 Betsy Ross Vintage American Flag Bean Bags for Corn Hole Game - Regulation Size & Weight","PL-PP-CHC-13STAR","57","0.10%","71","0.09%","100%","22","0","38.60%","0.00%","$439.78","$0.00","22","0"
"B07H5P1LYM","B07ZTQ2DTR","Corn Filled Cornhole Bags - Set of 8 Baseball Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & Blue Lacing","PL-PP-CHC-BBALL-CP","62","0.10%","83","0.11%","100%","11","0","17.74%","0.00%","$219.89","$0.00","11","0"
"B07H5P1LYM","B07ZTQ4HCN","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Teal & Black","PL-PP-CHC-TLBK-CP","8","0.01%","9","0.01%","100%","1","0","12.50%","0.00%","$23.99","$0.00","1","0"
"B07H5P1LYM","B07ZTQ4Q1J","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Navy Blue & Gray","PL-PP-CHC-NBGY-CP","13","0.02%","39","0.05%","100%","3","0","23.08%","0.00%","$59.97","$0.00","3","0"
"B07H5P1LYM","B07ZTQ4V8B","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Hunter Green & White","PL-PP-CHC-HGWH-CP","7","0.01%","7","0.01%","100%","1","0","14.29%","0.00%","$19.99","$0.00","1","0"
"B07H5P1LYM","B07ZTQ4XX2","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Lime Green & Navy Blue","PL-PP-CHC-LGNB-CP","13","0.02%","16","0.02%","100%","4","0","30.77%","0.00%","$79.96","$0.00","4","0"
"B07H5P1LYM","B07ZTQKWNV","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Orange & Navy Blue","PL-PP-CHC-ORNB","37","0.06%","45","0.06%","100%","2","0","5.41%","0.00%","$35.98","$0.00","2","0"
"B07ZWGCHYH","B07ZWDB4YY","Ilyapa 100 Fancy Clear Plastic Plates, 7 Inch - Premuim Disposable Plastics for Party or Wedding","PL-IL-STPL7R-100","18","0.03%","18","0.02%","100%","1","0","5.56%","0.00%","$19.99","$0.00","1","0"
"B083WP4SWJ","B07ZWFHMGG","Ilyapa 100 Plastic Dessert Cups with Spoons - Mini 3.3 oz Hexagon Cups for Chocolate Desserts, Appetizers, Samplers & More","PL-IL-DC3.3HEX-100","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","$17.09","$0.00","1","0"
"B083WP4SWJ","B07ZWPTQLG","Ilyapa 100 Plastic Dessert Cups with Spoons - Mini 3.5 oz Parfait Cups for Chocolate Desserts, Appetizers, Samplers & More","PL-IL-DC3.5PAR-100","1","0.00%","1","0.00%","100%","1","0","100.00%","0.00%","$14.55","$0.00","1","0"
"B08R122Y4V","B081HBPK3M","25 Ft Black Oil Resistant Extension Cord for Farms and Ranches - 12/3 SJTOW Heavy Duty Outdoor Cable with 3 Prong Grounded Plug for Safety","PL-IFC-123B25","12","0.02%","15","0.02%","100%","1","0","8.33%","0.00%","$26.95","$0.00","1","0"
"B08ZDSVDQN","B081HCRCGZ","10 Foot Lighted Outdoor Extension Cord - 10/3 SJTW Yellow 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-103Y10","17","0.03%","21","0.03%","100%","1","0","5.88%","0.00%","$35.18","$0.00","1","0"
"B081TKHB32","B081HCXCRQ","15 Ft Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable Black Cable","PL-IFC-163B15P","2","0.00%","2","0.00%","100%","3","0","150.00%","0.00%","$51.78","$0.00","3","0"
"B07HKLFJGV","B081HD5W2L","200 Foot Lighted Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-123Y200-DL","26","0.04%","37","0.05%","100%","1","0","3.85%","0.00%","$272.04","$0.00","1","0"
"B08YRZ86YZ","B081HDL9V6","15 Ft Outdoor Extension Cord with 3 Electrical Power Outlets - 16/3 SJTW Durable White Cable","PL-IFC-163W15P","2","0.00%","3","0.00%","67%","1","0","50.00%","0.00%","$19.95","$0.00","1","0"
"B07JBH4QN7","B081HDQZBS","15 Ft White Extension Cord - 16/3 SJTW Durable Electrical Cable","PL-IFC-163W15-DL","43","0.07%","57","0.07%","100%","1","0","2.33%","0.00%","$15.99","$0.00","1","0"
"B08LZQNLV2","B081K4BV7C","6 Ft Outdoor Patio Umbrella, Easy to Open/Close Crank and Push Button Tilt Adjustment - Navy Blue Striped Market Umbrellas","PL-PUN-6UNBST","132","0.22%","195","0.25%","99%","20","0","15.15%","0.00%","$963.80","$0.00","20","0"
"B08LZQNLV2","B081K5BZRR","6 Ft Outdoor Patio Umbrella with Aluminum Pole, Easy Open/Close Crank and Push Button Tilt Adjustment - Sage Green Market Umbrellas","PL-PUN-6USGGN","231","0.39%","356","0.46%","98%","29","0","12.55%","0.00%","$1,259.72","$0.00","25","0"
"B01LR30Y6S","B0821R7C1V","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - 4 Green Camo & 4 Desert Camouflage Corn Hole Bags","PL-PP-CH-CAMO-CP","151","0.26%","190","0.25%","88%","47","0","31.13%","0.00%","$887.54","$0.00","47","0"
"B082DJ2DMM","B082DJ2DMM","9 Outlet Heavy Duty Surge Protector Power Strip - 14/3 SJT Black Metal Surge Suppressor with 9 Foot Long Extension Cord","PL-IFC-HDS-9OT9FT","11","0.02%","14","0.02%","100%","4","0","36.36%","0.00%","$111.96","$0.00","1","0"
"B099LPMY6G","B082DJG14D","6 Outlet Heavy Duty Surge Protector Power Strip - 14/3 SJT Black and Yellow Metal Surge Suppressor with 9 Foot Long Extension Cord","PL-IFC-HDS-6OT9FT","12","0.02%","19","0.02%","100%","4","0","33.33%","0.00%","$79.96","$0.00","4","0"
"B099LPMY6G","B082DKVX39","10 Outlet Heavy Duty Surge Protector Power Strip - 14/3 SJT Industrial Black and Yellow Metal Surge Suppressor with 15 Foot Long Extension Cord","PL-IFC-HDS-10OT15FT","27","0.05%","37","0.05%","100%","9","0","33.33%","0.00%","$254.28","$0.00","6","0"
"B082FNK7V6","B082FKJJPG","16 AWG Replacement Power Cord with Open End - 10 Ft Black Extension Cable, 16/3 SJT, NEMA 5-15P","PL-IFC-RC163B-10","27","0.05%","31","0.04%","100%","21","0","77.78%","0.00%","$167.85","$0.00","9","0"
"B082FNK7V6","B082FKNTWH","12 AWG Replacement Power Cord with Open End - 6 Ft Black Extension Cable, 12/3 SJT, NEMA 5-15P","PL-IFC-RC123B-06","38","0.06%","45","0.06%","100%","8","0","21.05%","0.00%","$151.94","$0.00","7","0"
"B082FNK7V6","B082FL8H58","18 AWG Replacement Power Cord with Open End - 10 Ft Black Extension Cable, 18/3 SJT, NEMA 5-15P","PL-IFC-RC183B-10","28","0.05%","35","0.05%","100%","6","0","21.43%","0.00%","$59.94","$0.00","6","0"
"B082FNK7V6","B082FMZXML","16 AWG Replacement Power Cord with Open End - 6 Ft Black Extension Cable, 16/3 SJT, NEMA 5-15P","PL-IFC-RC163B-06","12","0.02%","15","0.02%","100%","13","0","108.33%","0.00%","$77.87","$0.00","3","0"
"B082FNK7V6","B082FN85KC","14 AWG Replacement Power Cord with Open End - 10 Ft Black Extension Cable, 14/3 SJT, NEMA 5-15P","PL-IFC-RC143B-10","31","0.05%","37","0.05%","100%","12","0","38.71%","0.00%","$168.10","$0.00","12","0"
"B082L2HK4H","B082L2HK4H","Galvanized Two Tier Serving Stand - 2 Tiered Metal Tray Platter for Cake, Dessert, Appetizers & More","PL-IL-GALV-SERFL-2T","19","0.03%","22","0.03%","95%","3","0","15.79%","0.00%","$89.97","$0.00","3","0"
"B082L2LTYN","B082L2LTYN","Ilyapa Galvanized Three Tier Serving Stand - 3 Tiered Metal Tray Platter for Cake, Dessert, Appetizers & More","PL-IL-GALV-SERFL-3T","56","0.09%","67","0.09%","60%","4","0","7.14%","0.00%","$147.96","$0.00","4","0"
"B082L2V5RC","B082L2V5RC","Ilyapa Galvanized Two Tier Serving Stand with Copper Trim - 2 Tiered Metal Tray Platter for Cake, Dessert, Appetizers & More","PL-IL-GALV-SERCU-2T","18","0.03%","24","0.03%","92%","5","0","27.78%","0.00%","$156.90","$0.00","5","0"
"B082L3QCT8","B082L3QCT8","Ilyapa Galvanized Three Tier Serving Stand with Copper Trim - 3 Tiered Metal Tray Platter for Cake, Dessert, Appetizers & More","PL-IL-GALV-SERCU-3T","23","0.04%","30","0.04%","100%","2","0","8.70%","0.00%","$77.98","$0.00","2","0"
"B08JVLRDZP","B082P3H8SQ","Ilyapa Heavy Duty Floating Shelf Brackets, 4 Pack, Rustic Iron - 6 x 7.25 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-LUP6x8-4PK","21","0.04%","29","0.04%","100%","5","0","23.81%","0.00%","$150.17","$0.00","3","0"
"B08JVLRDZP","B082P3KHC7","Heavy Duty Floating Shelf Brackets, 4 Pack, Rustic Iron - 8 x 11.25 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-LUP8x12-4PK","14","0.02%","19","0.02%","100%","12","0","85.71%","0.00%","$191.88","$0.00","7","0"
"B08JVLF28R","B082P3MM1X","Ilyapa Heavy Duty Floating Shelf Brackets, 4 Pack, Rustic Iron - 6x8 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-L6x8-4PK","25","0.04%","30","0.04%","100%","15","0","60.00%","0.00%","$181.86","$0.00","14","0"
"B08JVP3Y63","B082P46MWD","Heavy Duty Floating Shelf Brackets, Rustic Iron 4 Pack - 8 x 11.25 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-LD8x12-4PK","11","0.02%","17","0.02%","94%","6","0","54.55%","0.00%","$84.95","$0.00","4","0"
"B08JVLF28R","B082P49J3D","Ilyapa Heavy Duty Floating Shelf Brackets, 4 Pack, Rustic Iron - 6x10 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-L6x10-4PK","18","0.03%","20","0.03%","100%","11","0","61.11%","0.00%","$186.89","$0.00","8","0"
"B08JVP3Y63","B082P4B1J7","Heavy Duty Floating Shelf Brackets, Rustic Iron 4 Pack - 6 x 7.25 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-LD6x8-4PK","24","0.04%","34","0.04%","100%","10","0","41.67%","0.00%","$99.90","$0.00","6","0"
"B08JVLRDZP","B082P4QWSW","Ilyapa Heavy Duty Floating Shelf Brackets, 4 Pack, Rustic Iron - 6 x 9.25 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-LUP6x10-4PK","5","0.01%","5","0.01%","100%","2","0","40.00%","0.00%","$49.98","$0.00","1","0"
"B08JVP3Y63","B082P4RXWR","Heavy Duty Floating Shelf Brackets, Rustic Iron 4 Pack - 6 x 9.25 Inch Black Metal Shelf Holders for Wall Mount Shelves","PL-IL-LD6x10-4PK","12","0.02%","19","0.02%","100%","1","0","8.33%","0.00%","$9.99","$0.00","1","0"
"B08657CFDJ","B083KPHLJL","Waterproof Extension Cord Connection Box - Green Weatherproof Outdoor Box for Electrical Connections","PL-TH-WPB-GRN-DL","33","0.06%","37","0.05%","57%","3","0","9.09%","0.00%","$90.00","$0.00","2","0"
"B08YZ6D6FV","B083L8PPQ2","1 to 3 Extension Cord Splitter - 28 Foot Black Power Cord Splitter- 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","PL-IFC-163BSPLT40","31","0.05%","39","0.05%","100%","18","0","58.06%","0.00%","$371.22","$0.00","13","0"
"B083XGGDSX","B083XCFG7V","Ilyapa Self Closing Door Hinges, 2 Pack, Satin Nickel - 3 ½ x 3 ½ Inch Interior Spring Hinges for Doors","PL-IL-SDH35-S2-A","5","0.01%","6","0.01%","83%","2","0","40.00%","0.00%","$33.18","$0.00","2","0"
"B083XGGDSX","B083XDJC6H","Ilyapa Self Closing Door Hinges, 2 Pack, Black - 3 ½ x 3 ½ Inch Interior Spring Hinges for Doors","PL-IL-SDH35-BK2-A","10","0.02%","12","0.02%","100%","3","0","30.00%","0.00%","$79.63","$0.00","3","0"
"B083XGGDSX","B083XKVG1G","Ilyapa Self Closing Door Hinges, 2 Pack, Oil Rubbed Bronze - 3 ½ x 3 ½ Inch Interior Spring Hinges for Doors","PL-IL-SDH35-B2-A","11","0.02%","15","0.02%","100%","6","0","54.55%","0.00%","$107.94","$0.00","5","0"
"B085JMYSX3","B083XTP5B8","Ilyapa Self Closing Door Hinges, 2 Pack, Oil Rubbed Bronze - 4x4 Inch Interior Spring Hinges for Doors","PL-IL-SDH4-B2-A","23","0.04%","26","0.03%","100%","7","0","30.43%","0.00%","$125.93","$0.00","5","0"
"B08TP372LK","B0844FKNBT","Malem Ultimate PRO Single Tone Blue Bedwetting Alarm with Loud Sound and Strong Vibration","S42","6","0.01%","16","0.02%","100%","3","0","50.00%","0.00%","$317.85","$0.00","3","0"
"B08K152V9B","B084CZZDCQ","Ilyapa Wood Tissue Box Cover, 2 Pack Rectangular - Rustic Farmhouse White Wooden Tissue Holders","PL-IL-TB25x15x13-WHT-2PK","17","0.03%","18","0.02%","89%","8","0","47.06%","0.00%","$186.92","$0.00","7","0"
"B084KQ2M5M","B084KW761C","Ilyapa Under Desk Computer Mount, Heavy Duty Steel - Durable CPU Holder for PC Desktop Tower","PL-IL-CPUU-STA-SIL","77","0.13%","114","0.15%","100%","17","0","22.08%","0.00%","$703.69","$0.00","17","0"
"B085JNDHT7","B084YTWYS4","Ilyapa Front Entry Door Handleset with Deadbolt - Traditional, Oil Rubbed Bronze Elegant Exterior Lock Handle with Single Cylinder Deadbolt and Knob, Oil Rubbed Bronze","PL-IL-HLDB-TD-ORB-A","9","0.02%","15","0.02%","73%","1","0","11.11%","0.00%","$32.99","$0.00","1","0"
"B08L6VWFJG","B084YZ96XV","Ilyapa Half Dummy Door Knob for Hall/Closet or French Doors - Colonial, Oil Rubbed Bronze Interior Keyless Non Turning Round Door Handle, Oil Rubbed Bronze, 6 Pack","PL-IL-KNB-DUM-ORB-6PK-A","5","0.01%","7","0.01%","86%","1","0","20.00%","0.00%","$29.99","$0.00","1","0"
"B08W6S88PC","B084Z7PS8B","Ilyapa Passage Door Lever for Hall/Closet - Wave, Oil Rubbed Bronze Reversible Interior Keyless Non Locking Door Leverset, Oil Rubbed Bronze, 6 Pack","PL-IL-LVR-PAS-ORB-6PK-A","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","$39.99","$0.00","1","0"
"B08ZDM8SCT","B084ZZK7YY","Ilyapa Wall Mounted Jewelry Organizer Shelf, Rustic Wood - Necklace Holder, Earring and Bracelet Hanger Rack","PL-IL-JO16-NO-BN","56","0.09%","65","0.08%","100%","12","0","21.43%","0.00%","$214.88","$0.00","11","0"
"B08ZDM8SCT","B084ZZRRSH","Ilyapa Wall Mounted Jewelry Organizer Shelf, Rustic White Wood - Necklace Holder, Earring and Bracelet Hanger Rack","PL-IL-JO16-NO-WH","134","0.23%","172","0.22%","100%","39","0","29.10%","0.00%","$674.44","$0.00","35","0"
"B09882PXK6","B085112W42","Power Tool Organizer for Garage - Fully Assembled Wood Tool Chest and Drill Charging Station - Power Strip Included - Great Workshop Organization and Storage Gift for Men","PL-IFT-PTOL-NAT","136","0.23%","164","0.21%","100%","18","0","13.24%","0.00%","$1,171.82","$0.00","16","0"
"B085JMYSX3","B085J1ZGVL","Ilyapa Self Closing Door Hinges, 2 Pack, Satin Nickel - 4x4 Inch Interior Spring Hinges for Doors - 5/8 Inch Radius","PL-IL-SDH4-.625SQ-S2","11","0.02%","14","0.02%","43%","5","0","45.45%","0.00%","$129.95","$0.00","2","0"
"B083XGGDSX","B085JPYF5X","Ilyapa Self Closing Door Hinges, 2 Pack, Flat Black - 3 1/2 x 3 1/2 Inch Interior Spring Hinges for Doors - 1/4 Inch Radius","PL-IL-SDH35-.25-BK2","26","0.04%","34","0.04%","100%","12","0","46.15%","0.00%","$237.61","$0.00","10","0"
"B085JMYSX3","B085JRMVN7","Ilyapa Self Closing Door Hinges, 2 Pack, Oil Rubbed Bronze- 4x4 Inch Interior Spring Hinges for Doors - 5/8 Inch Radius","PL-IL-SDH4-.625SQ-B2","15","0.03%","19","0.02%","100%","6","0","40.00%","0.00%","$73.94","$0.00","4","0"
"B083XGGDSX","B085JTDLBD","Ilyapa Self Closing Door Hinges, 2 Pack, Satin Nickel - 3 1/2 x 3 1/2 Inch Interior Spring Hinges for Doors - 1/4 Inch Radius","PL-IL-SDH35-.25-S2","7","0.01%","7","0.01%","100%","5","0","71.43%","0.00%","$176.95","$0.00","4","0"
"B085JMYSX3","B085JTNRM5","Ilyapa Self Closing Door Hinges, 2 Pack, Flat Black - 4x4 Inch Interior Spring Hinges for Doors - 5/8 Inch Radius","PL-IL-SDH4-.625SQ-BK2","9","0.02%","11","0.01%","100%","4","0","44.44%","0.00%","$61.96","$0.00","3","0"
"B085JMYSX3","B085JWH4XP","Ilyapa Self Closing Door Hinges, 2 Pack, Satin Nickel - 4x4 Inch Interior Spring Hinges for Doors - 1/4 Inch Radius","PL-IL-SDH4-.25-S2","16","0.03%","22","0.03%","100%","7","0","43.75%","0.00%","$135.93","$0.00","5","0"
"B085JMYSX3","B085JY36TW","Ilyapa Self Closing Door Hinges, 2 Pack, Oil Rubbed Bronze- 4x4 Inch Interior Spring Hinges for Doors - 1/4 Inch Radius","PL-IL-SDH4-.25-B2","33","0.06%","45","0.06%","100%","8","0","24.24%","0.00%","$186.98","$0.00","7","0"
"B083XGGDSX","B085K191R1","Ilyapa Self Closing Door Hinges, 2 Pack, Oil Rubbed Bronze- 3 1/2 x 3 1/2 Inch Interior Spring Hinges for Doors - 1/4 Inch Radius","PL-IL-SDH35-.25-B2","16","0.03%","19","0.02%","100%","8","0","50.00%","0.00%","$137.92","$0.00","8","0"
"B08TYCXCHJ","B085K88DNK","Ilyapa 32 Ounce Clear Swing Top Glass Beer Bottles for Home Brewing - Carbonated Drinks, Kombucha, Kefir, Soda, Juice, Fermentation, 6 Pack Glass Bottle with Airtight Rubber Seal Flip Caps","PL-IL-BTL32C-6PK","38","0.06%","47","0.06%","98%","34","0","89.47%","0.00%","$710.48","$0.00","25","0"
"B08TYSK61Q","B085K9KNXS","Ilyapa 8 Ounce Clear Swing Top Glass Beer Bottles for Home Brewing - Carbonated Drinks, Kombucha, Kefir, Soda, Juice, Fermentation, 12 Pack Glass Bottle with Airtight Rubber Seal Flip Caps","PL-IL-SQBTL8C-12PK","126","0.21%","177","0.23%","98%","34","0","26.98%","0.00%","$930.66","$0.00","30","0"
"B08FRN24ST","B085KSSQKR","Office Desk Pad, Dual Sided Gray & Light Blue Desk Mat - 36 x 17” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (36 x 17” Inch, Gray/Light Blue)","PL-IL-DM17X36PU-GRLB","37","0.06%","40","0.05%","100%","3","0","8.11%","0.00%","$29.97","$0.00","3","0"
"B08FRN24ST","B085LKP4GP","Office Desk Pad, Dual Sided Black & Mauve Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Black/Mauve)","PL-IL-DM23X47PU-MVBK","24","0.04%","25","0.03%","96%","2","0","8.33%","0.00%","$58.19","$0.00","2","0"
"B08FRN24ST","B085LKR4JH","Office Desk Pad, Dual Sided Gray & Black Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Gray/Black)","PL-IL-DM23X47PU-GRBK","78","0.13%","97","0.13%","99%","5","0","6.41%","0.00%","$124.05","$0.00","5","0"
"B08FRN24ST","B085LL67CN","Office Desk Pad, Dual Sided Gray & Black Desk Mat - 36 x 17” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (36 x 17” Inch, Gray/Black)","PL-IL-DM17X36PU-GRBK","130","0.22%","150","0.19%","100%","5","0","3.85%","0.00%","$49.95","$0.00","4","0"
"B08FRN24ST","B085LL8SSP","Ilyapa 36 x 17 Inch Double Sided Desk Pad - Leather Style Full Desk Mouse Pad - Easy Clean Non Slip Computer Desk Blotter Mat for Home Or Office (36x17"" Mauve,Black)","PL-IL-DM17X36PU-MVBK","115","0.19%","145","0.19%","100%","4","0","3.48%","0.00%","$35.96","$0.00","4","0"
"B08FRN24ST","B085LLDDPL","Office Desk Pad, Dual Sided Gray & Light Blue Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Gray/Light Blue)","PL-IL-DM23X47PU-GRLB","74","0.12%","104","0.13%","95%","8","0","10.81%","0.00%","$159.04","$0.00","8","0"
"B08FRN24ST","B085LLHNCY","Office Desk Pad, Dual Sided Blush & Mauve Desk Mat - 47 x 23” Inch Leather Style Full Desk Mouse Pad, Easy Clean Non Slip Computer Desk Mat for Home or Office (47 x 23” Inch, Blush/Mauve)","PL-IL-DM23X47PU-BHMV","58","0.10%","77","0.10%","100%","6","0","10.34%","0.00%","$107.94","$0.00","6","0"
"B08YZ6D6FV","B0861C9QZ9","1 to 3 Extension Cord Splitter - 28 Foot White Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","PL-IFC-163WSPLT40","22","0.04%","30","0.04%","100%","11","0","50.00%","0.00%","$178.45","$0.00","9","0"
"B0861CDJPL","B0861CGGV8","Router Bits Set 1/4 Inch Shank - 12 Piece Kit for Woodworking, Home Improvement and DIY Projects","PL-IFT-RBK-.25PL-12PK","15","0.03%","22","0.03%","100%","1","0","6.67%","0.00%","$17.99","$0.00","1","0"
"B08YZ6D6FV","B0861FDPF5","1 to 3 Extension Cord Splitter - 40 Foot Green Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable - Great for Powering Outdoor Christmas Decorations","PL-IFC-163GSPLT52","5","0.01%","9","0.01%","100%","1","0","20.00%","0.00%","$19.95","$0.00","1","0"
"B08YZ6D6FV","B0861SK6C7","1 to 3 Extension Cord Splitter - 40 Foot Black Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","PL-IFC-163BSPLT52","36","0.06%","54","0.07%","93%","12","0","33.33%","0.00%","$260.76","$0.00","11","0"
"B08YZ6D6FV","B0861TQR44","1 to 3 Extension Cord Splitter - 13 Foot White Power Cord Splitter - 16/3 SJTW Outdoor Outlet & Plug Splitter Cable","PL-IFC-163WSPLT25","21","0.04%","26","0.03%","100%","5","0","23.81%","0.00%","$85.75","$0.00","5","0"
"B08NRM17XZ","B0868W37DG","6 Foot Outdoor Extension Cord - 16/3 SJTW Durable Green Cable with 3 Prong Grounded Plug for Safety - Great for Powering Outdoor Christmas Decorations","PL-IFC-163G06","3","0.01%","4","0.01%","100%","1","0","33.33%","0.00%","$17.22","$0.00","1","0"
"B07HKLFJGV","B0868WXSNG","15 Foot Lighted Outdoor Extension Cord - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","PL-IFC-123Y15","78","0.13%","102","0.13%","99%","33","0","42.31%","0.00%","$736.23","$0.00","29","0"
"B07HKG7ZCL","B0868XB3LY","10 Foot Lighted Outdoor Extension Cord with 3 Electrical Power Outlets - 12/3 SJTW Heavy Duty Yellow Extension Cable with 3 Prong Grounded Plug for Safety","PL-IFC-123Y10P","54","0.09%","68","0.09%","100%","11","0","20.37%","0.00%","$221.78","$0.00","11","0"
"B08Y98GZ1X","B086Q66WW5","Ilyapa Acrylic Vinyl Record Shelf Wall Mount, 6 Pack - Clear Record Album Holder Display Your LP","PL-IL-ARH-CL-6PK","167","0.28%","208","0.27%","100%","18","0","10.78%","0.00%","$359.82","$0.00","16","0"
"B08VZPCSPB","B086Q6RZ96","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic Gray Wooden Decorative Wall Key Holder with 5 Metal Hooks","PL-IL-MO14SHELF-GRY","55","0.09%","83","0.11%","100%","12","0","21.82%","0.00%","$359.88","$0.00","12","0"
"B08VZPCSPB","B086Q71HN3","Ilyapa Key and Mail Holder for Wall - Mail Organizer Wall Mount with Shelf - Rustic White Wooden Decorative Wall Key Holder with 5 Metal Hooks","PL-IL-MO14SHELF-WHT","92","0.16%","119","0.15%","99%","21","0","22.83%","0.00%","$671.79","$0.00","21","0"
"B097CBSR27","B086Q74Q28","Ilyapa Wood Vinyl Record Shelf Wall Mount, 6 Pack - Weathered White Record Album Holder Display Your LP","PL-IL-WRH-WHT-6PK","22","0.04%","25","0.03%","100%","2","0","9.09%","0.00%","$39.98","$0.00","2","0"
